"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"6piy-vbxa","Boundaries - Ward Precincts (2023-2024)","dataset","Ward precincts, which function as local election districts to determine the polling places for voters, based on their addresses. Precincts are based on U.S. Census Bureau blocks.

On January 10, 2023,","2026-03-25T19:30:21.000Z",11167,"Facilities & Geographic Boundaries"
"we8h-apcf","Mural Registry","dataset","Chicago is home to a growing and important collection of outdoor murals. Explore the collection and learn how to register your outdoor mural.","2025-06-24T16:10:40.000Z",11116,"Historic Preservation"
"jmw7-ijg5","Family and Support Services Delegate Agencies","dataset","A list of the delegate agencies with which the Department of Family and Support Services has contracted to provide services to residents of Chicago.  For more information on the department and its ser","2015-10-07T21:54:38.000Z",11074,"Health & Human Services"
"k75w-468b","House Share Prohibited Buildings List - Map","map","A list of buildings excluded from short-term rental activity under the Shared Housing Ordinance.  See https://www.cityofchicago.org/city/en/depts/bacp/provdrs/bus/alerts/2016/july/Prohibited_Buildings","2026-05-20T05:13:39.000Z",10983,"Buildings"
"qixn-wjxu","Street Sweeping - 2017 - Map","map","Street sweeping zones by Ward and Ward Section Number.  For the corresponding schedule, see https://data.cityofchicago.org/d/iry7-etg6.

For more information about the City's Street Sweeping program, ","2024-04-24T18:51:33.000Z",10877,"Sanitation"
"3pg4-hfgi","Neighborhood Health Clinics - Historical - Map","map","Former neighborhood health clinics managed by the Chicago Department of Public Health. These clinics were closed or transferred to private management in July 2012. For more information, visit http://w","2025-02-20T14:59:32.000Z",10860,"Health & Human Services"
"kjav-iyuj","Boundaries - Special Service Areas - Map","map","Map of Special Service Areas","2025-12-08T19:38:21.000Z",10842,"Community & Economic Development"
"7rmz-icie","COVID-19 Vaccine Doses by Age Group - At Least One Dose","chart","The total number of Chicago residents by age group who received at least one dose of COVID-19 vaccine.","2023-12-14T23:02:09.000Z",10758,"Health & Human Services"
"v3a3-hhqn","Tax Increment Financing (TIF) Projects - Map","map","This dataset is a comprehensive list of every project in every TIF District that has received funding from the City of Chicago via the TIF program from the inception of TIF to current. Public Infrastr","2026-05-15T05:45:33.000Z",10748,"Community & Economic Development"
"wvjp-8m67","Street Sweeping Schedule - 2021","dataset","Street sweeping schedule by Ward and Ward section number. To find your Ward section, visit https://data.cityofchicago.org/d/8phr-68jk. For more information about the City's Street Sweeping program, go","2021-06-24T21:46:47.000Z",10701,"Sanitation"
"4guy-sfss","Crimes - 2005","filter","Records from the Crimes - 2001 to Present dataset for the indicated year.
 
Please see the description section of the full dataset for further information about the data.","2026-05-24T11:37:41.000Z",10675,"Public Safety"
"v2z5-jyrq","Public Health Statistics - Screening for elevated blood lead levels in children aged 0-6 years by year, Chicago, 1999-2013 - Historical","dataset","Note: This dataset is historical only and there are not corresponding datasets for more recent time periods. For that more-recent information, please visit the Chicago Health Atlas at https://chicagoh","2022-02-03T23:28:39.000Z",10664,"Health & Human Services"
"ggws-77ih","Smart Green Infrastructure Monitoring Sensors - Historical","dataset","This dataset is historical-only. -- Results from a 2017-2018 project of City-installed sensors measuring water runoff from streets and sidewalks. These data can be used to measure the impact of sustai","2018-05-02T20:26:48.000Z",10661,"Environment & Sustainable Development"
"qqw2-hwkh","Crimes - 2009","filter","Records from the Crimes - 2001 to Present dataset for the indicated year.
 
Please see the description section of the full dataset for further information about the data.","2026-05-24T11:37:41.000Z",10533,"Public Safety"
"h243-v2q5","Warming Centers","dataset","Warming Centers offer residents warming refuge from oppressive winter cold. The Chicago Department of Family and Support Services operates six Warming 
Centers during the winter months. Additional fac","2026-03-17T14:57:42.000Z",10516,"Health & Human Services"
"pahz-egmi","Lobbyist Data - Lobbying Activity","dataset","List of each City agency lobbied, whether it involved legislative or administrative action (or both) and a brief description of the action promoted or opposed, as reported by registered lobbyists. See","2026-05-19T09:25:36.000Z",10411,"Ethics"
"mh59-yhwm","Crimes - 2006","filter","Records from the Crimes - 2001 to Present dataset for the indicated year.

Please see the description section of the full dataset for further information about the data.","2026-05-24T11:37:41.000Z",10388,"Public Safety"
"6irb-gasv","COVID-19 Outcomes by Vaccination Status - Historical","dataset","NOTE: This dataset has been retired and marked as historical-only.

Weekly rates of COVID-19 cases, hospitalizations, and deaths among people living in Chicago by vaccination status and age. 

Rates f","2024-05-23T20:09:04.000Z",10372,"Health & Human Services"
"eg9f-z3t6","Waterways","map","Waterways in Chicago, including Lake Michigan, rivers, and lakes. The data can be viewed on the Chicago Data Portal with a web browser. To view or use the files outside of a web browser, you will need","2024-04-24T18:47:16.000Z",10351,"Parks & Recreation"
"qnjv-hj2q","Sidewalk Cafe Permits - Current","filter","A list of current (unexpired) permits for sidewalk cafes -- outdoor restaurant seating on the public way.  Because businesses may begin sidewalk cafe operations on March 1 and operate through December","2026-05-24T09:52:22.000Z",10278,"Community & Economic Development"
"xa2r-bcfc","Crimes - 2008","filter","Records from the Crimes - 2001 to Present dataset for the indicated year.
 
Please see the description section of the full dataset for further information about the data.","2026-05-24T11:37:41.000Z",10265,"Public Safety"
"4n2t-us8h","Budget - 2012 Budget Ordinance - Positions and Salaries","dataset","The Annual Appropriation Ordinance is the final City operating budget as approved by the City Council. It reflects the City’s operating budget at the beginning of the fiscal year on January 1, 2012.Th","2012-10-10T17:26:54.000Z",10169,"Administration & Finance"
"jkfs-hwcr","Broadband Innovation Zones","map","The Broadband Innovation Zones are commercial and industrial corridors the City of Chicago has initially targeted for the private provision of gigabit or near-gigabit broadband speeds for businesses, ","2024-04-24T18:51:35.000Z",10144,"Community & Economic Development"
"9agd-xhje","Employee Overtime and Supplemental Earnings 2021","dataset","Employee overtime and supplemental earnings by month and year-to-date.","2022-04-29T21:32:14.000Z",10124,"Administration & Finance"
"q8h3-djus","Budget - 2014 Budget Recommendations - Positions and Salaries","dataset","This dataset includes recommended positions and salaries for 2014 by title (without names) and salary. The dataset is excerpted from the 2014 Budget Recommendations, which is the line-item budget prop","2013-10-23T16:20:15.000Z",10116,"Administration & Finance"
"xhc6-88s9","Chicago COVID-19 Community Vulnerability Index (CCVI)","dataset","The Chicago CCVI identifies communities that have been disproportionately affected by COVID-19 and are vulnerable to barriers to COVID-19 vaccine uptake​. Vulnerability is defined as a combination of ","2022-02-03T23:22:50.000Z",10060,"Health & Human Services"
"nm3d-wkdd","Tax Increment Financing (TIF) Investment Committee Decisions","dataset","This data includes all projects reviewed by the TIF Investment Committee (TIC), from May 2019 through December 2024. TIC reviewed requests for the use Tax Increment Financing (TIF) funds – a special f","2026-03-25T20:06:41.000Z",10026,"Community & Economic Development"
"8eww-pamb","House Share Restricted Residential Zone Precincts","dataset","The Chicago City Code, Chapter 4-17, allows for shared housing rentals to be prohibited or restricted in specified precincts.  This dataset shows those precincts for which such restrictions have been ","2026-05-24T06:00:27.000Z",10016,"Buildings"
"8ix6-nb7q","Budget - 2012 Budget Ordinance - Appropriations","dataset","The Annual Appropriation Ordinance is the final City operating budget as approved by the City Council. It reflects the City’s operating budget at the beginning of the fiscal year on January 1. This da","2012-10-10T17:24:16.000Z",9996,"Administration & Finance"
"zjqd-uvky","Crimes - 2003","filter","Records from the Crimes - 2001 to Present dataset for the indicated year.
 
Please see the description section of the full dataset for further information about the data.","2026-05-24T11:37:41.000Z",9958,"Public Safety"
"qv97-3bvb","Building Footprints (deprecated August 2015)","map","OUTDATED. See the current data at https://data.cityofchicago.org/d/hz9b-7nh8 -- Building footprints in Chicago. Metadata may be viewed and downloaded at http://bit.ly/HZVDIY. The data can be viewed on","2024-04-24T18:49:17.000Z",9932,"Buildings"
"g9qy-h66j","Crimes - 2002","filter","Records from the Crimes - 2001 to Present dataset for the indicated year.
 
Please see the description section of the full dataset for further information about the data.","2026-05-24T11:37:41.000Z",9894,"Public Safety"
"7wwb-3vgm","Crimes - 2007","filter","Records from the Crimes - 2001 to Present dataset for the indicated year.
 
Please see the description section of the full dataset for further information about the data.","2026-05-24T11:37:41.000Z",9763,"Public Safety"
"atkq-s364","Boundaries - Ward Precincts (2023-2024) - Map","map","Map of the ward precinct boundaries in Chicago for 2023-2024.","2026-03-17T20:13:08.000Z",9739,"Facilities & Geographic Boundaries"
"2ui7-wiq8","Socioeconomically Disadvantaged Areas","dataset","Areas of Chicago, based on census tracts, that are the most socioeconomically disadvantaged, for the purpose of promoting equitable hiring within areas of economic need. Qualifying areas were identifi","2024-07-12T23:09:09.000Z",9729,"Community & Economic Development"
"nnn9-yqby","Snow Route Parking Restrictions - Map","map","Map of Snow Route Parking Restrictions","2021-12-06T23:23:41.000Z",9688,"Transportation"
"bfhr-4ckq","Public Health Statistics - Infant mortality in Chicago, 2005–2009 - Historical","dataset","Note: This dataset is historical only and there are not corresponding datasets for more recent time periods. For that more-recent information, please visit the Chicago Health Atlas at https://chicagoh","2022-02-03T23:20:40.000Z",9644,"Health & Human Services"
"vaxn-3ims","Crimes - 2004","filter","Records from the Crimes - 2001 to Present dataset for the indicated year.
 
Please see the description section of the full dataset for further information about the data.","2026-05-24T11:37:41.000Z",9593,"Public Safety"
"y9da-bb2y","Chicago Public Schools - High School Attendance Boundaries SY1718","map","Attendance boundaries for high schools in the Chicago Public Schools district for school year 2017-2018. Generally, all students in the applicable high school grades who live within one of these bound","2024-04-24T18:48:21.000Z",9567,"Education"
"dmeb-2zra","Lobbyist Data - Employers","dataset","Employers of registered lobbyists as reported in the Lobbyist Statement of Registration. Due to requirements for lobbyists to re-register, the importance of showing year for most lobbying-related data","2026-05-19T09:21:15.000Z",9472,"Ethics"
"f4sz-sn2p","Ward Offices and Boundaries Map","map","Aldermanic ward offices overlaid on ward boundaries.","2025-10-03T03:01:27.000Z",9419,"Facilities & Geographic Boundaries"
"e75y-e6uw","Chicago Public Schools - Elementary School Attendance Boundaries SY1415","map","Attendance boundaries for elementary schools in the Chicago Public Schools district for school year 2014-2015. Generally, all students in the applicable elementary school grades who live within one of","2024-04-24T18:50:20.000Z",9417,"Education"
"k3hy-v5xb","Street Sweeping Schedule - 2012","dataset","Street sweeping schedule by Ward and Ward sections number. To find your Ward section, visit http://bit.ly/Hz0aCo. For more information about the City's Street Sweeping program, go to http://bit.ly/H2P","2012-04-19T17:51:39.000Z",9397,"Sanitation"
"njrn-3hws","Employee Overtime and Supplemental Earnings 2022","dataset","<b>Starting with 2023 data, this series of annual datasets has been replaced with the <a href=""https://data.cityofchicago.org/d/dawh-m56b"" target=""_blank"">Employee Payroll Data (FMPS Payroll Costing)<","2024-05-03T14:48:14.000Z",9388,"Administration & Finance"
"igwz-8jzy","Boundaries - Community Areas","dataset","Community area boundaries in Chicago.

This dataset is in a format for spatial datasets that is inherently tabular but allows for a map as a derived view. Please click the indicated link below for suc","2026-03-25T20:05:23.000Z",9347,"Facilities & Geographic Boundaries"
"tyd3-k85v","Community Service Centers Map","map","Community Service Centers managed by the Department of Family and Support Services","2025-02-20T15:43:49.000Z",9296,"Health & Human Services"
"tepd-j7h5","Chicago Energy Benchmarking - 2014 Data Reported in 2015","filter","A filtered view showing only records where the Data Year is 2014.","2025-02-11T18:47:04.000Z",9267,"Environment & Sustainable Development"
"nxj5-ix6z","Sidewalk Cafe Permits","dataset","A list of permits for sidewalk cafes -- outdoor restaurant seating on the public way.  Businesses may begin sidewalk cafe operations on March 1 and operate through December 1.

For more information ","2026-05-24T09:52:22.000Z",9249,"Community & Economic Development"
"ub6s-xy6e","Budget - 2014 Budget Ordinance - Appropriations","dataset","The Annual Appropriation Ordinance is the final City operating budget as approved by the City Council. It reflects the City’s operating budget at the beginning of the fiscal year on January 1. This da","2013-12-05T00:58:51.000Z",9215,"Administration & Finance"
"ipsp-k4xh","Budget - 2016 Budget Ordinance - Positions and Salaries","dataset","The Annual Appropriation Ordinance is the final City operating budget as approved by the City Council. It reflects the City’s operating budget at the beginning of the fiscal year on January 1, 2016.Th","2015-10-29T20:53:16.000Z",9100,"Administration & Finance"
"t4hh-4ku9","COVID-19 Daily Testing - By Person - Historical","dataset","This dataset is historical only and ends at 5/7/2021. For more information, please see http://dev.cityofchicago.org/open%20data/data%20portal/2021/05/04/covid-19-testing-by-person.html. The recommende","2026-03-25T19:58:53.000Z",9038,"Health & Human Services"
"k3tc-fe6r","Filming Permits - Transportation Department - Map","map","Applications to the Chicago Department of Transportation for permits under its jurisdiction where the work type is ""Filming.""  These permits typically are permits to block or otherwise affect public s","2026-05-24T06:55:04.000Z",8982,"Community & Economic Development"
"diwb-fcpu","Budget - 2025 Budget Recommendations - Positions and Salaries","dataset","This dataset includes recommended positions and salaries for 2025 by title (without names) and salary. The dataset is excerpted from the 2025 Budget Recommendations, which is the line-item budget prop","2024-10-30T17:10:53.000Z",8834,"Administration & Finance"
"6mpq-sfwi","Building Footprints (Deprecated December 2013)","map","OUTDATED. See the current data at https://data.cityofchicago.org/d/hz9b-7nh8 -- Building footprints in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view o","2024-11-13T17:45:22.000Z",8762,"Buildings"
"qizy-d2wf","Food Inspections - 7/1/2018 - Present","filter","The definition of violations changed on 7/1/2018, as discussed in http://bit.ly/2yWd2JB. This filtered view shows inspections after the change. --This information is derived from inspections of restau","2026-05-23T09:06:42.000Z",8705,"Health & Human Services"
"f6bk-yv3r","Crimes - 2026","filter","Records from the Crimes - 2001 to Present dataset for the indicated year.

Please see the description section of the full dataset for further information about the data.","2026-05-24T11:37:41.000Z",8668,"Public Safety"
"vbts-zqt4","Libraries - WiFi Usage (2011-2014)","dataset","Number of WiFi sessions per month provided at Chicago Public Library locations.","2015-01-12T19:43:08.000Z",8661,"Education"
"xtdn-h9nk","Family and Support Services Delegate Agencies - Map","map","A list of the delegate agencies with which the Department of Family and Support Services has contracted to provide services to residents of Chicago.  For more information on the department and its ser","2025-02-20T15:50:19.000Z",8661,"Health & Human Services"
"9kva-bt6k","Public Health Statistics - Births to mothers aged 15-19 years old in Chicago, by year, 1999-2009 - Historical","dataset","Note: This dataset is historical only and there are not corresponding datasets for more recent time periods. For that more-recent information, please visit the Chicago Health Atlas at https://chicagoh","2022-02-03T23:22:20.000Z",8654,"Health & Human Services"
"gkdw-2tgv","COVID-19 Daily Testing - By Test - Historical","dataset","NOTE: This dataset has been retired and marked as historical-only.

This dataset contains counts of unique tests and results for COVID-19. This dataset differs from https://data.cityofchicago.org/d/t4","2026-03-25T16:17:27.000Z",8609,"Health & Human Services"
"vcfx-7p4u","Budget - 2017 Budget Ordinance - Positions and Salaries","dataset","The Annual Appropriation Ordinance is the final City operating budget as approved by the City Council. It reflects the City’s operating budget at the beginning of the fiscal year on January 1, 2017.
","2016-11-16T17:16:21.000Z",8595,"Administration & Finance"
"dawh-m56b","Employee Payroll Data (FMPS Payroll Costing)","dataset","<b>Note, 7/10/2025:</b> Please see <a href=""https://data.cityofchicago.org/stories/s/9xt4-tpk3"" target=""_blank"">this article</a> for information on a change to the EMPLOYEE DATASET ID column and <a hr","2026-05-18T16:10:03.000Z",8577,"Administration & Finance"
"2i5w-ykuw","E-Scooter Trips","dataset","Electric scooter trips taken under the City of Chicago ongoing program. Similar datasets from the 2019 and 2020 pilot programs are at:

https://data.cityofchicago.org/d/2kfw-zvte (2019)
https://data.c","2026-05-22T21:07:02.000Z",8549,"Transportation"
"zrv6-shhf","FOIA Request Log - Revenue","dataset","FOIA requests received by Revenue as of May 1, 2010","2012-02-29T18:24:40.000Z",8510,"FOIA"
"bvhm-srwn","Socioeconomically Disadvantaged Areas - Map","map","Map of Socioeconomically Disadvantaged Areas.","2024-07-12T23:09:01.000Z",8404,"Community & Economic Development"
"9xua-tabs","Employee Overtime and Supplemental Earnings 2014","dataset","Employee overtime and supplemental earnings by month and year-to-date.","2018-07-11T20:44:48.000Z",8308,"Administration & Finance"
"nv46-bxa3","Libraries - Popular Fiction Titles at the Chicago Public Library","dataset","Popular fiction titles at the Chicago Public Library, January 2014","2014-02-28T19:08:01.000Z",8225,"Education"
"gzxp-vdqf","FOIA Request Log - Independent Police Review Authority","dataset","FOIA requests received by the Independent Police Review Authority as of May 1, 2010","2016-01-14T17:57:50.000Z",8223,"FOIA"
"54sx-urja","COVID-19 Vaccination Coverage by ZIP Code - Bivalent","map","COVID-19 vaccinations administered to Chicago residents based on the home ZIP Code of the person vaccinated, as provided by the medical provider. The ZIP Code where a person lives is not necessarily t","2023-12-13T17:30:37.000Z",8222,"Health & Human Services"
"4x56-dvnp","Elevation Benchmarks - Map - By Elevation Range","map","The following dataset includes ""Active Benchmarks,"" which are provided to facilitate the identification of City-managed standard benchmarks. Standard benchmarks are for public and private use in estab","2025-02-20T15:00:58.000Z",8203,"Buildings"
"77uw-5tut","Beach Water and Weather Sensor Locations - Map","map","The locations of the Chicago Park District water and weather sensors that feed https://data.cityofchicago.org/d/qmqz-2xku and https://data.cityofchicago.org/d/k7hf-8y75.","2025-02-20T15:07:30.000Z",8185,"Parks & Recreation"
"4dpw-9rts","Micro-Market Recovery Program - Permits","dataset","The City of Chicago launched the Micro-Market Recovery Program (MMRP), a coordinated effort among the City, not-for-profit intermediaries, and non-profit and for-profit capital sources to improve cond","2026-05-24T05:06:22.000Z",8175,"Community & Economic Development"
"etzw-ycze","Budget - 2014 Budget Ordinance - Positions and Salaries","dataset","The Annual Appropriation Ordinance is the final City operating budget as approved by the City Council. It reflects the City’s operating budget at the beginning of the fiscal year on January 1, 2014.Th","2014-11-19T15:46:03.000Z",8154,"Administration & Finance"
"jn94-it7m","Chicago Energy Benchmarking - 2019 Data Reported in 2020","filter","The Chicago Building Energy Use Benchmarking Ordinance calls on existing municipal, commercial, and residential buildings larger than 50,000 square feet to track whole-building energy use, report to t","2025-02-28T21:21:52.000Z",8145,"Environment & Sustainable Development"
"dw2f-w78u","Lobbyist Data - Compensation","dataset","Lobbying-related compensation received by registered lobbyists as reported in their quarterly reports.  
See http://www.cityofchicago.org/city/en/depts/ethics/provdrs/lobby.html for more information ","2026-05-19T09:19:22.000Z",8141,"Ethics"
"urdi-w8wq","COVID-19 Wastewater Detection - Historical","dataset","As described in https://data.cityofchicago.org/stories/s/sihu-d8va, the function of this dataset was replaced by https://data.cityofchicago.org/d/4tzt-ir6h. This dataset is historical-only.

Concentra","2026-03-25T19:56:20.000Z",8131,"Health & Human Services"
"uti6-fp3f","Map of Urban Farms","map","The location of select urban farms throughout Chicago.","2025-02-20T15:45:05.000Z",8089,"Environment & Sustainable Development"
"qer6-y2uu","Street Sweeping Schedule - 2022","dataset","Street sweeping schedule by Ward and Ward section number. To find your Ward section, visit https://data.cityofchicago.org/d/uivm-t727. For more information about the City's Street Sweeping program, go","2022-04-01T18:13:36.000Z",8050,"Sanitation"
"q6xp-r8tg","Health Equity Zones - Map","map","Map of Health Equity Zones.","2021-11-24T16:16:02.000Z",8046,"Health & Human Services"
"f338-e9ns","Budget - 2015 Budget Ordinance - Positions and Salaries","dataset","The Annual Appropriation Ordinance is the final City operating budget as approved by the City Council. It reflects the City’s operating budget at the beginning of the fiscal year on January 1, 2015.Th","2014-11-19T19:35:45.000Z",8046,"Administration & Finance"
"cjg8-dbka","Public Health Services- Chicago Primary Care Community Health Centers","dataset","Locations and contact information for Chicago primary care community health clinics (including all federally qualified health centers and similar community health centers that provide primary care and","2019-04-18T18:26:13.000Z",8034,"Health & Human Services"
"4shi-izjg","COVID-19 Vaccination Locations - Map","map","Map of COVID-19 Vaccination Locations.","2021-11-04T15:04:11.000Z",8030,"Health & Human Services"
"5wd9-d675","List of Contractors Doing Business with the City Of Chicago","dataset","In accordance with the Governmental Ethics Ordinance, the Department of Innovation & Technology provides the following list of current and former contractors who, during the preceding four reporting y","2018-07-11T20:44:43.000Z",8016,"Administration & Finance"
"5wce-bks2","Restricted Flavored Tobacco Products","dataset","A list of flavored tobacco products that may not be sold within 500 feet of a school in Chicago. See http://www.cityofchicago.org/content/dam/city/depts/cdph/policy_planning/Board_of_Health/FlavoredTo","2016-01-22T22:31:30.000Z",7991,"Health & Human Services"
"9wf2-y3bn","Ethics Pledge","dataset","On May 16, 2011, Mayor Emanuel enacted Executive Order 2011-1.  It requires Shakman-exempt employees of Executive Departments, department heads, non-clerical employees of the Mayor's Office, and perso","2026-05-11T19:13:14.000Z",7961,"Ethics"
"tj8h-mnuv","Chicago Public Schools - Elementary School Progress Report (2013-2014)","dataset","This dataset shows the 2013 School Progress Report Card data elements for each CPS elementary school. The report card is an annual summary of how the school is doing. For more information on the Schoo","2020-05-15T18:46:48.000Z",7938,"Education"
"iq3c-68ew","Alternative Fuel Locations - Map","map","Map of locations in NE Illinois, NW Indiana, and SE Wisconsin where alternative vehicle fuels are available.  For more detailed descriptions of fields, see http://developer.nrel.gov/docs/transportatio","2026-05-24T11:00:14.000Z",7833,"Environment & Sustainable Development"
"wwy2-k7b3","Parks - Locations (deprecated November 2016)","dataset","OUTDATED. See the current data at https://data.cityofchicago.org/d/ej32-qgdr --Parks managed by the Chicago Park District. Dataset includes park facilities and features information. For Shapefiles, go","2019-05-17T16:07:40.000Z",7810,"Parks & Recreation"
"fuzc-c76k","EZ Pay Kiosks","dataset","Locations of EZ Pay Kiosks.

Users may pay the following at all EZ Pay Kiosks:

(1) Parking, red light, and automated speed enforcement tickets
(2) Utility bills
(3) Most administrative hearing judgme","2026-03-20T15:05:23.000Z",7766,"Administration & Finance"
"q3z3-udcz","Green Roofs","dataset","This dataset and corresponding map provide the location, satellite images and square footage of existing green roofs within the City of Chicago. This information is derived from an analysis of high-sp","2012-11-26T16:34:40.000Z",7748,"Environment & Sustainable Development"
"n4bi-r8ij","Meningitis Vaccine Locations Map Visualization","map","","2018-07-24T20:24:39.000Z",7730,"Health & Human Services"
"5a76-tqs9","Warming Centers - Map","map","This map is an an old format. For a better user experience, we recommend using https://data.cityofchicago.org/d/8xas-7ipx, instead.

Warming Centers offer residents warming refuge from oppressive wi","2026-03-17T14:57:42.000Z",7727,"Health & Human Services"
"cp7s-7gxg","Chicago Public Schools - School Progress Reports SY1617","dataset","2016 school progress report ratings for all Chicago Public Schools.","2019-04-18T00:05:59.000Z",7611,"Education"
"tsqz-67gi","Employee Overtime and Supplemental Earnings 2016","dataset","Employee overtime and supplemental earnings by month and year-to-date","2024-05-03T14:39:22.000Z",7530,"Administration & Finance"
"xbwc-ntpx","Additional Dwelling Unit Preapproval Applications - Historical","dataset","This dataset has been retired and is historical-only. We <a href=""https://data.cityofchicago.org/stories/s/pkyu-f77p"" target=_blank"">anticipate</a> launching a new dataset with current data shortly. -","2026-05-11T21:38:12.000Z",7508,"Buildings"
"ck29-hb9r","Chicago Early Learning Programs","dataset","This is a list of all early learning programs funded by the City of Chicago.  For more information, please see http://chicagoearlylearning.org.","2017-12-15T12:02:17.000Z",7504,"Education"
"n379-5uzu","FOIA Request Log - Chicago Public Library","dataset","FOIA requests received by the Chicago Public Library as of May 1, 2010","2025-04-18T17:55:39.000Z",7503,"FOIA"
"3fhj-xtn5","Chicago Public Schools - School Locations SY1415","map","Locations of educational units in the Chicago Public School District for school year 2014-2015. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as ","2024-04-24T18:50:06.000Z",7502,"Education"
"3ipq-j3gd","Beach Water Quality - Automated Sensors - 2015 - Water Temperature","chart","The Chicago Park District maintains sensors in the water at beaches along Chicago's Lake Michigan lakefront. These sensors generally capture the indicated measurements hourly while the sensors are in ","2026-05-24T15:45:45.000Z",7465,"Parks & Recreation"
"g3ip-u8rb","Beach Water and Weather Sensor Locations","dataset","The locations of the Chicago Park District water and weather sensors that feed https://data.cityofchicago.org/d/qmqz-2xku and https://data.cityofchicago.org/d/k7hf-8y75.","2015-06-04T21:55:52.000Z",7465,"Parks & Recreation"
"x394-e874","Budget - 2024 Budget Ordinance - Appropriations","dataset","The Annual Appropriation Ordinance is the final City operating budget as approved by the City Council. It reflects the City’s operating budget at the beginning of the fiscal year on January 1.

This d","2023-11-21T21:25:53.000Z",7458,"Administration & Finance"
"it3x-ckwv","Employee Overtime and Supplemental Earnings 2019","dataset","Employee overtime and supplemental earnings by month and year-to-date.","2020-06-07T03:17:40.000Z",7450,"Administration & Finance"
"d6tb-pwze","Budget - 2013 Budget Recommendations - Appropriations","dataset","The dataset details 2013 Budget Recommendations, which is the line-item budget document proposed by the Mayor to the City Council for approval. Budgeted expenditures are identified by department, appr","2012-10-10T16:45:03.000Z",7367,"Administration & Finance"
"tpf5-fgtw","Lobbyist Data - Historical - Lobbyist Registry - 2011","dataset","All lobbyist registration fillings submitted to the Board of Ethics during the 2011 reporting period. / All lobbyists must register with the City of Chicago Board of Ethics by filing a Statement of Re","2015-10-23T20:57:21.000Z",7352,"Ethics"
"k737-xg34","Street Sweeping Schedule - 2019","dataset","Street sweeping schedule by Ward and Ward section number. To find your Ward section, visit https://data.cityofchicago.org/d/7j9e-rz4v. For more information about the City's Street Sweeping program, go","2019-08-22T18:05:26.000Z",7342,"Sanitation"
"nuqd-bm3g","Transportation Department Permits - Current and Future - Map","map","Map of unexpired applications to the Chicago Department of Transportation for permits under its jurisdiction.

See source dataset for more information.","2026-05-24T06:55:04.000Z",7197,"Transportation"
"qfdj-57ib","West Nile Virus (WNV) Mosquito Test Results - Map","map","Map of West Nile Virus (WNV) Mosquito Test Results","2026-03-05T08:04:40.000Z",7190,"Health & Human Services"
"thdn-3grx","COVID-19 Testing Sites - Historical","dataset","Note: This dataset is no longer updated but is being kept for historical reference. For the Department of Public Health’s current COVID-19 testing information at any time, please see the Testing secti","2022-05-18T21:17:37.000Z",7159,"Health & Human Services"
"4g38-vs8v","Chicago Public Schools - School Locations SY1718","map","Locations of educational units in the Chicago Public School District for school year 2017-2018. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as ","2024-04-24T18:50:35.000Z",7143,"Education"
"umwj-yc4m","Tax Increment Financing (TIF) Annual Report - Itemized List of Expenditures from the Special Tax Allocation Fund","dataset","An itemized list of all the expenditures in a fund balance for each TIF district during the Reporting Year.

For the detailed reports for each TIF district for each year, please see https://www.chicag","2025-08-15T20:39:02.000Z",7130,"Community & Economic Development"
"4hp8-2i8z","Census_Tracts","dataset","Census tract boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression s","2024-07-15T23:40:32.000Z",7098,"Facilities & Geographic Boundaries"
"67g3-8ig8","Divvy Bicycle Stations - In Service","filter","A list of the stations currently in service where one can pick up and return bicycles from the Divvy bicycle sharing system (http://divvybikes.com/).  For real-time status of stations in machine-reada","2026-05-24T11:00:17.000Z",7066,"Transportation"
"qnek-cfpp","Budget - 2015 Budget Ordinance - Appropriations","dataset","The Annual Appropriation Ordinance is the final City operating budget as approved by the City Council. It reflects the City’s operating budget at the beginning of the fiscal year on January 1. This da","2014-11-19T19:41:05.000Z",7046,"Administration & Finance"
"d6ui-3yap","Budget - 2023 Budget Recommendations - Positions and Salaries","dataset","This dataset includes recommended positions and salaries for 2023 by title (without names) and salary. The dataset is excerpted from the 2023 Budget Recommendations, which is the line-item budget prop","2022-10-05T15:38:14.000Z",7023,"Administration & Finance"
"3rse-fbp6","E-Scooter Trips - 2020","dataset","Electric scooter trips taken during the 2020 Chicago pilot program. For more information on the pilot, see https://www.chicago.gov/scooters.

In contrast to the 2019 E-Scooters dataset (https://data.c","2021-05-18T17:08:02.000Z",7016,"Transportation"
"nd4p-ckx9","FOIA Request Log - Fleet & Facility Management","dataset","FOIA requests received by the Department of Fleet & Facility Management since January 1, 2012.","2020-08-04T16:04:27.000Z",6986,"FOIA"
"pnta-kuqa","Chicago Public Schools - Elementary Geographic Networks","dataset","District-run elementary schools in CPS are organized into 13 Geographic Networks, which provide administrative support, strategic direction, and leadership development to the schools within each Netwo","2025-09-29T21:56:42.000Z",6927,"Education"
"c323-fb2i","FOIA Request Log - Budget & Management","dataset","FOIA requests received by the Office of Budget Management as of May 1, 2010","2014-12-10T20:14:56.000Z",6910,"FOIA"
