"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"twji-yez2","2019 Traffic Volume Flow Map","map","The traffic volume flow map illustrates the Average Annual Weekday Traffic (AAWT), the average number of vehicles in 24 hours adjusted for seasonal variation to represent the average weekday. The numb","2024-06-17T20:52:39.000Z",3322,"Transportation/Transit"
"j7mp-h975","Water Single Family Consumption","dataset","This dataset contains single family includes consumption of metered and flat rate customers living in detached homes and duplexes.","2023-02-01T15:39:47.000Z",3303,"Government"
"p84b-7zbi","Assessments by Community","dataset","This dataset contains assessment accounts and value by community","2026-01-09T20:24:21.000Z",3265,"Government"
"egie-vqqc","Compensation Disclosure List 2024","filter","The City’s compensation disclosure list includes position titles and base salary ranges as approved by Council in 2024.

For more information see: <a href=""https://www.calgary.ca/ca/city-manager/compe","2026-04-23T22:41:22.000Z",3253,"Government"
"fqax-i3nz","Calgary Open Budget","dataset","The City of Calgary creates a four-year budget that is updated annually to reflect the changing needs and priorities of Calgarians. This dataset provides detailed budget information for the 2023 – 202","2026-01-15T16:19:06.000Z",3252,"Government"
"iepb-ykvd","Annual Economic Indicators","dataset","This annual report contains comments, analysis and statistical illustrations of a set of economic indicators monitored by Corporate Economics that inform our forecasts.","2026-05-22T10:01:47.000Z",3234,"Business and Economic Activity"
"ewnu-a9q4","Ward Map of Calgary Business Licences","map","This file includes the licensed businesses in the City of Calgary. Data fields include: Trade name, Business Location, Creation Date, Status, Licence Type and Community District of the business. All b","2026-05-24T05:14:53.000Z",3215,"Business and Economic Activity"
"i6vk-zby9","Top 10 Licensed dog breeds chart (Last 90 days)","chart","Dog breed information is reported by dog owner upon licensing. Calgary Animal Services does not verify breed info or require proof of breed when collecting this information. Breed info data collected ","2026-05-12T20:06:53.000Z",3208,"Demographics"
"pai2-tsju","Community Sectors Map","map","Derived from the Community Boundaries, this dataset shows the sectors and what communities are within those sectors","2026-05-19T19:21:45.000Z",3175,"Base Maps"
"r5yb-55ut","Map of flood extents from June 22, 2013","map","The flood extents line was manually delineated from an aerial photo taken on June 22, 2013, and does not represent the peak or maximum flood extents during the June 2013 flood event. This aerial photo","2023-02-01T15:39:47.000Z",3160,"Environment"
"s8t8-5gi9","Builders Report - Multi Family","filter","","2026-05-23T19:03:30.000Z",3135,"Business and Economic Activity"
"mz2j-7eb5","Community Sectors","dataset","Derived from the Community Boundaries, this dataset shows the planning sectors and what communities are within those sectors","2026-05-19T19:30:15.000Z",3075,"Base Maps"
"aphy-m9us","Primary Electricity Usage","chart","Energy consumption at City facilities. This raw data is subject to periodic adjustments and modifications.","2026-05-01T11:36:02.000Z",3068,"Environment"
"tsqf-wjr5","Calgary Health Clinics and Hospitals","map","In this model amenities are classified under the following headings: Attractions, Community Centre, Court, Defibrillator, Health Clinic, Hospital, Internet Access, Library,  Skate Parks, Social Dev Ct","2026-05-19T21:13:23.000Z",3050,"Services and Amenities"
"dv2f-necx","Intersection Safety Cameras","dataset","Intersection Safety Cameras (ISCs) are cameras that detect the travel speed of vehicular traffic. The ISC is also able to detect whether a vehicle fails to stop for the red light phase in a signalized","2026-05-13T19:36:34.000Z",3042,"Health and Safety"
"4mgk-hrwr","Historical Calgary Community Populations","chart","The population, occupied dwelling count, and person per unit calculation of Calgary communities since 1968. <br /><br />These data are collected from different sources and may be based on community bo","2026-05-06T15:24:22.000Z",3028,"Demographics"
"h8cb-dpp3","2023 Traffic Volume Flow Map","map","Average Daily Weekday Traffic (ADWT) is the average number of vehicles in 24 hours adjusted for seasonal variation to represent the average weekday. The number on this map represents two-way totals.
V","2024-06-17T21:19:39.000Z",3012,"Transportation/Transit"
"btc8-9kef","Citizen Satisfaction Survey (2018-2021)","dataset","These are the results of the 2018 to 2021 Citizen Satisfaction survey. To see the most recent reports, visit <a href=""https://calgary.ca/citizensatisfaction"">Calgary.ca/citizensatisfaction</a>.

For d","2026-01-28T18:06:20.000Z",2998,"Help and Information"
"vuyp-sbjp","Traffic Counts at Permanent stations","dataset","Permanent counts stations are used in trend analysis of traffic patterns around the city.  The stations allow us to create seasonal and weekly variations for traffic data so that we can normalize any ","2025-10-15T06:02:54.000Z",2985,"Transportation/Transit"
"vnha-3kkk","Quality of life indicators","dataset","Partial data for select quality of life indicators","2023-02-01T15:39:19.000Z",2979,"Government"
"4286-vnsg","Historical Community Populations and Dwelling Counts","chart","The population, occupied dwelling count, and person per unit calculation of Calgary communities since 1968. <br /><br />These data are collected from different sources and may be based on community bo","2026-05-06T16:00:39.000Z",2972,"Demographics"
"vxxi-pm4v","Year To Date Economic Indicators","dataset","This monthly report contains comments, analysis and statistical illustrations of a set of economic indicators monitored by Corporate Economics that inform our forecasts.","2026-05-22T10:01:27.000Z",2943,"Business and Economic Activity"
"ntse-tznh","1:10 Flood Map (10% chance of occurring in any year)","dataset","(Note: Updated inundation maps for 1:2 to 1:1000 floods are available from Alberta Environment and Parks (2020). The new draft maps can be viewed here: https://floods.alberta.ca/?app_code=FI&mapType=D","2023-06-12T20:05:06.000Z",2942,"Environment"
"5qgc-b482","Water Hydrants","dataset","This dataset shows true location of City-owned water hydrants in City of Calgary. The hydrant location is at the end of a hydrant lead connected to water pipe. For more information visit http://www.ca","2026-05-22T19:40:11.000Z",2915,"Health and Safety"
"himp-urp7","Traffic Incidents Archive 2017","dataset","An archive of traffic incidents within The City of Calgary. The data source is checked every 10 minutes for updates. See Source URL for RSS feed of current incidents.","2023-02-01T15:39:29.000Z",2876,"Transportation/Transit"
"gtyk-57ky","Municipal Development Plan Urban Structure","dataset","Municipal Development Plan Map 1.
The geospatial information used to create the Municipal Development Plan (MDP) maps is intended for visualization at a citywide scale. The maps provide both direct a","2023-02-01T15:39:27.000Z",2867,"Base Maps"
"d3ez-qhmr","2026 Budget","chart","The City of Calgary creates a four-year budget that is updated annually to reflect the changing needs and priorities of Calgarians. This dataset provides detailed budget information for the 2023 – 202","2026-01-15T16:19:47.000Z",2866,"Government"
"nfvn-x8e2","Waste and Recycling Services Performance Measures","dataset","Waste & Recycling Performance Measures are used to assess the performance of The City of Calgary's Waste & Recycling service.  Five measures have been approved for the 2023-2026 Service Plans and Budg","2026-05-13T22:25:09.000Z",2858,"Help and Information"
"8mci-3bzr","Micromobility Locations","dataset","This dataset is an extraction from the following publicly accessible feeds:
Neuron:
https://mds-global-yyc.neuron-mobility.com/gbfs/2/en/free_bike_status
Bird:
https://mds.bird.co/gbfs/platform-partne","2026-05-24T17:33:23.000Z",2855,"Transportation/Transit"
"xesp-3jc3","Public Sanitary Service Lines","dataset","A sanitary service pipe, also known as a sanitary service line, is the way wastewater leaves each home in Calgary. The sanitary service pipe can be thought of as two sections:
(1) From the sanitary ma","2026-05-01T22:03:59.000Z",2817,"Services and Amenities"
"vchq-db2i","Bridges","dataset","The City of Calgary currently maintains approximately 400 traffic, pedestrian and LRT bridges, as well as subways and tunnels.","2026-05-05T13:07:25.000Z",2798,"Transportation/Transit"
"bxgr-t8xb","Ward Boundaries for 2021 October 18 General Election","dataset","Ward boundaries have been updated for the 2021 General Election. These boundaries will not come into effect until Election Day October 18, 2021.","2026-04-08T17:14:26.000Z",2795,"Government"
"hfwb-eab8","Census by Community 2016","dataset","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-06T16:18:15.000Z",2761,"Demographics"
"vt3t-jpfj","Streetlight Poles","dataset","This dataset was created for visually locating streetlight poles.","2026-05-05T13:06:40.000Z",2754,"Health and Safety"
"a3ya-gwgt","Micromobility Locations in Calgary","map","This dataset is an extraction from the following publicly accessible feeds:

Neuron:
https://mds-global-yyc.neuron-mobility.com/gbfs/2/en/free_bike_status

Bird:
https://mds.bird.co/gbfs/platform-part","2026-05-24T16:18:22.000Z",2749,"Transportation/Transit"
"wi52-6nx6","Top 100 Licensed Dog Breeds","dataset","Dog breed information is reported by dog owner upon licensing. Calgary Animal Services does not verify breed info or require proof of breed when collecting this information. Breed info data collected ","2026-05-12T20:06:53.000Z",2740,"Demographics"
"ikeb-n5bc","Parks Seating","dataset","Identifies the types of Seating maintained by Calgary Parks or located on lands under Calgary Parks Stewardship.  Seating types include parks and memorial benches, picnic tables, bleachers, and games ","2026-05-21T14:11:32.000Z",2726,"Recreation and Culture"
"hk5h-uv5k","311 Call Centre","dataset","This dataset contains the daily 311 call center activity","2023-02-01T15:39:18.000Z",2713,"Government"
"mmhp-hpsq","Traffic Incidents Archive 2016","dataset","Traffic incidents within The City of Calgary updated every 30 minutes. See Source URL for RSS feed which updates every 10 minutes.","2023-02-01T15:39:29.000Z",2711,"Transportation/Transit"
"n6v5-frqe","Parks Seating - West-facing wooden benches to watch the sunset","map","Identifies the types of Seating maintained by Calgary Parks or located on lands under Calgary Parks Stewardship.  Seating types include parks and memorial benches, picnic tables, bleachers, and games ","2026-05-21T14:11:32.000Z",2703,"Recreation and Culture"
"bdu9-amk8","Playground Equipment","dataset","Playground equipment maintained by Calgary Parks or located on lands under Calgary Park’s stewardship.","2026-05-22T17:32:07.000Z",2693,"Recreation and Culture"
"tz8z-hyaz","Ward Boundaries","dataset","A ward is the division of the city into electoral areas, each represented by one elected Councillor. Wards are a geographical division of the municipality and are referred to by a number defined in th","2026-05-01T14:03:22.000Z",2692,"Government"
"jw79-78tx","Calgary Park and Bike Sites","dataset","Avoid downtown parking fees, exercise regularly, bypass traffic congestion, and discover Calgary's river pathways and bikeways. Seven Park and Bike sites are located five to eight kilometres from down","2023-02-01T15:39:31.000Z",2684,"Transportation/Transit"
"y7nv-njqa","Parks Water Bodies Map","map","This dataset identifies the Natural Water Bodies on lands under Calgary Parks Stewardship. It can be a flowing type of water i.e. STREAM or some type of body of water i.e. NATURAL POND.  Types of WATE","2026-05-05T14:00:46.000Z",2674,"Environment"
"kgh7-mhue","Citizen Satisfaction Survey (2016-2017)","dataset","These are the results of the 2016 & 2017 Citizen Satisfaction survey. To see the most recent reports, visit <a href=""https://calgary.ca/citizensatisfaction"">Calgary.ca/citizensatisfaction</a>.

For de","2026-01-28T18:05:49.000Z",2673,"Help and Information"
"nq4z-ts9x","Traffic Volumes for 2017","map","The traffic volume flow map illustrates the Average Annual Weekday Traffic (AAWT), the average number of vehicles in 24 hours adjusted for seasonal variation to represent the average weekday. The numb","2023-02-01T15:39:34.000Z",2662,"Transportation/Transit"
"tp2j-ztyy","Community-wide GHG Inventory By Sector","chart","This data set contains the community-wide greenhouse gas emissions over time.  The emissions are broken down by sector (e.g. transportation, waste, etc.), and by emissions source (residential building","2024-11-25T21:38:05.000Z",2660,"Environment"
"c98q-gpy7","Compensation Disclosure List 2017","filter","The City’s compensation disclosure list includes position titles and base salary ranges as approved by Council in 2014.

For more information see http://www.calgary.ca/CA/cmo/Pages/Compensationdiscl","2025-06-18T14:02:32.000Z",2660,"Government"
"9p3u-cwgk","Wards and Communities Data Lens","story","<div>Shows Communities within Wards along with Status (Built out, developing, etc...) of Community.</div>","2023-08-16T19:53:52.832Z",2640,NA
"pb2x-6irv","Parks Sport Surfaces","map","Identifies the Sport Surfaces including ball diamond infields, outfields, and turf playfields maintained by Calgary Parks or located on lands under Calgary Parks Stewardship as well as those located o","2026-05-21T14:19:47.000Z",2636,"Recreation and Culture"
"pryy-7s2m","Census by Ward 2018","dataset","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-07T16:57:24.000Z",2632,"Demographics"
"n2w2-2k2q","Forward Sortation Area 2016","dataset","The Forward Sortation Area Boundary File depicts the boundaries of forward sortation areas (FSAs) derived from postal codes captured from federal census questionnaires. This is based on census dissemi","2023-02-01T15:39:24.000Z",2627,"Base Maps"
"rgsu-3v7u","Impervious Surface 2021","dataset","The Impervious Surface 2021 dataset is a collection of polygon features derived from Calgary Digital Aerial Survey mapping linework which have been determined as impervious. Impervious surfaces are de","2026-05-20T14:06:38.000Z",2623,"Environment"
"jd4f-yzxr","Historic Resource Data Lens","story","<div>The Inventory is a list of historic resources, including, but not limited to: buildings, structures, archeological sites, cultural landscapes, and parks that the CHA has evaluated and formally ac","2023-08-16T20:00:46.684Z",2621,NA
"hj37-nnn4","Noise Exposure Forecast Contours Map","map","Noise Exposure Forecast (NEF) contours are referred to by Section 19 of the Land Use Bylaw, the Calgary International Airport Vicinity Protection Area Regulations and Calgary International Airport Zon","2026-05-01T18:34:19.000Z",2606,NA
"hfu7-u9j5","Transportation Utility Corridor","map","This is a polygon dataset that represents the area defined as the Transportation and Utility Corridor or TUC. The TUC is a developmental constraint.","2026-05-01T19:32:39.000Z",2581,"Services and Amenities"
"vbfw-6stu","Civic Census Citywide","filter","Citywide tabulations of annual census counts of residents, dwellings, and dwelling occupancy.","2026-04-07T19:16:00.000Z",2581,"Demographics"
"7g8h-ukcq","Historical air quality by parameter","chart","This dataset makes historical air quality data accessible for various parameters at Calgary monitoring stations. The data is collected by the Calgary Region Airshed Zone and submitted to Alberta Envir","2024-11-25T21:38:20.000Z",2561,"Environment"
"iand-hest","Block Profile Points Map","map","Points representing the center points of areas that are stored in block profile image files.
This data can be used to make requests for block profile TIFF files from <a href=""https://cityonline.calga","2026-05-24T06:55:28.000Z",2555,"Help and Information"
"hn9p-wi9n","2017 Election Results by Ward","chart","View the number of votes received by each candidate, with filters for office (mayor, councillor, school board trustee) and ward.","2026-04-01T15:55:25.000Z",2549,"Government"
"pypc-8664","Calgary Park and Bike Map","map","Avoid downtown parking fees, exercise regularly, bypass traffic congestion, and discover Calgary's river pathways and bikeways. Seven Park and Bike sites are located five to eight kilometres from down","2024-11-25T21:38:15.000Z",2542,"Transportation/Transit"
"mn2n-4z98","Tree Canopy 2022","dataset","Tree Canopy contains polygons outlining the extent of tree cover for all land within the City of Calgary. The tree canopy was derived by Remote Sensing software using City of Calgary Orthophotos and L","2026-05-20T13:57:22.000Z",2542,"Environment"
"94m5-dznb","Residential Parking Zones","map","Some communities in Calgary require a residential parking permit. The Calgary Parking Authority issues residential parking permits and enforces their restrictions, but the City of Calgary establishes ","2026-05-01T10:35:15.000Z",2533,"Transportation/Transit"
"5gxg-bjrg","SDAB Decisions By Year","filter","This file lists SDAB decisions since 2014. Additional information about the Subdivision and Development Appeal Board can be found at the Subdivision and Development Appeal Board page on calgarysdab.ca","2026-05-21T21:49:29.000Z",2513,"Government"
"jjqk-9b73","Calgary Bikeways","dataset","This data set contains the on-street bikeway network within the City of Calgary. A map of bikeways and connection trails is also available in fhe following formats: paper hardcopy, electronic, and the","2026-05-22T19:40:07.000Z",2499,"Transportation/Transit"
"g2n2-qnvh","City Quadrants","dataset","Quadrant boundaries for the City of Calgary","2023-02-01T15:39:16.000Z",2493,"Base Maps"
"873d-3sim","Tracks - LRT","map","The set of railway tracks used by the Calgary Transit LRT system (Light Rail Transit)","2026-05-07T14:47:29.000Z",2480,"Transportation/Transit"
"7g5f-dkmi","Calgary Equity Index Overlay Statistics","dataset","The Calgary Equity Index Overlay Statistics are derived from Citizen Satisfaction surveys and census demographics. 
The Calgary Equity Index is a decision-making tool designed to measure equity in Cal","2023-02-01T15:38:55.000Z",2467,"Demographics"
"k4pr-cznc","2021 Federal Census Population and Dwellings by Ward","dataset","The Population and Dwellings data from the 2021 Federal Census covers population in private households by age and gender.
For questions, please contact socialresearch@calgary.ca. Please visit <a href=","2024-10-11T18:42:12.000Z",2457,"Demographics"
"szzc-mugz","Natural Areas","dataset","Administrative grouping of Habitat polygons into Natural areas maintained by Calgary Parks or located on lands under Calgary Parks Stewardship.","2026-05-22T14:46:10.000Z",2455,"Environment"
"gz9f-stt6","1:100 Flood Map (1% chance of occurring in any year)","map","View flood map","2023-06-12T16:29:49.000Z",2423,"Environment"
"sa58-i5tt","Calgary Population Components (2021 boundaries)","dataset","Components of population change in Calgary, based on 2021 boundaries","2024-06-19T17:32:02.000Z",2410,"Demographics"
"3w3f-xmh4","Truck Routes","map","A digital graphical representation of truck routes within Calgary.","2026-04-01T19:30:51.000Z",2401,"Transportation/Transit"
"64vj-fjin","Municipal Development Plan Urban Structure","map","Municipal Development Plan Map 1.
The geospatial information used to create the Municipal Development Plan (MDP) maps is intended for visualization at a citywide scale. The maps provide both direct an","2023-02-01T15:39:55.000Z",2390,"Base Maps"
"dga6-5ihn","Compensation Disclosure List 2022","filter","The City’s compensation disclosure list includes position titles and base salary ranges as approved by Council in 2022.

For more information see: <a href=""https://www.calgary.ca/ca/city-manager/com","2025-06-18T14:02:32.000Z",2341,"Government"
"t7pc-8wsh","2016 Census of Canada - Continent of birth of immigrants","dataset","This is Statistics Canada collected census data for 2016. The data refers only to the population in private households. Residents of collective dwellings (dwellings of a commercial, institutional or c","2023-02-01T15:38:53.000Z",2318,"Demographics"
"c6k8-wmzd","Land Use Redesignation Application Locations","map","Applications for land use redesignations, outline plans and road closures in Calgary. For more information on the land use redesignation process, visit <a href=""https://www.calgary.ca/PDA/pd/Pages/Res","2026-05-23T21:05:34.000Z",2315,"Business and Economic Activity"
"4evm-wx9a","Social Disorder Statistics","dataset","Social disorder data is provided monthly by Corporate Security and covers physical security operations within nine-block radius of City Hall and the Municipal Complex. Data reflects incidents and acti","2026-05-01T21:00:26.000Z",2314,"Health and Safety"
"a55h-pcwd","Pathways Connector Data","map","The Calgary pathways connectors are additional line segments that connect the pathway segment layer to make it a network. For example, bridge decks, boardwalks, or road crossings.The map is also avail","2026-05-22T18:07:55.000Z",2289,"Recreation and Culture"
"geci-j3x7","Air Quality Health Index (AQHI) - Daily maximum","chart","This dataset is collected by the Calgary Region Airshed Zone (CRAZ) and submitted to Alberta Environment and Parks (AEP). AEP provides access to air quality data at its air quality stations. The near ","2026-05-24T10:32:26.000Z",2249,"Environment"
"jjkg-kv4n","Parks Plumbing Fixtures","dataset","Describes the types of Fixtures which provide water to washrooms, drinking fountains, fill up stations and water features maintained by Calgary Parks or located on lands under Calgary Parks Stewardshi","2026-05-21T14:11:46.000Z",2246,"Recreation and Culture"
"bhnd-tp2r","Playground Zones","dataset","This dataset identifies all active playground zones in the City of Calgary.","2026-05-01T09:32:43.000Z",2245,"Health and Safety"
"vkhm-h954","Luminaires","dataset","This dataset is for visually locating street light luminaires. See 2016 Design Guidelines for Street Lighting (Section 7) for more information on Roads Luminaires. http://www.calgary.ca/Transportation","2026-05-05T13:07:08.000Z",2229,"Health and Safety"
"jnqc-si2e","Hydrology - Line","map","The location of the boundary between freehold or private land and the rivers.","2026-05-19T19:34:21.000Z",2225,"Environment"
"g5qu-w8fb","Noise Exposure Forecast Contours","dataset","Noise Exposure Forecast (NEF) contours are referred to by Section 19 of the Land Use Bylaw, the Calgary International Airport Vicinity Protection Area Regulations and Calgary International Airport Zon","2026-05-01T18:34:19.000Z",2219,"Business and Economic Activity"
"gc42-g489","Tenancy Change Applications Map","map","Tenancy change applications are for businesses that are changing owners, with no change to the approved use within a space. If no construction is occurring and the use is not intensifying or changing,","2026-05-24T13:10:29.000Z",2209,"Business and Economic Activity"
"hzux-dsmm","Central Business District Cordon Count 2017","dataset","Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at 31 locations around the CBD over a three week time period, collecting data on ho","2023-02-01T15:39:31.000Z",2166,"Transportation/Transit"
"d3xr-mc4m","Parks Water Bodies","dataset","This dataset identifies the Natural Water Bodies on lands under Calgary Parks Stewardship. It can be a flowing type of water i.e. STREAM or some type of body of water i.e. NATURAL POND.  Types of WATE","2026-05-05T15:22:11.000Z",2164,"Environment"
"h4qx-z4v2","Heat map - Based on 2018 Traffic Incidents","map","An archive of traffic incidents within Calgary updated every 10 minutes. Please note there may be gaps in the data due to system or script malfunction. For more information, see the <a href=""http://ww","2026-05-24T16:11:03.000Z",2152,"Transportation/Transit"
"sh7p-758r","Building Roof Outlines","map","The DAS Building Roof Outline layer contains polygon features as a graphical representation for individual building roof edge lines. The layer shows the spatial locations of building roof outlines loc","2026-05-20T14:04:39.000Z",2145,"Base Maps"
"ywjd-32pn","1:200 Flood Map (0.5% chance of occurring in any year)","dataset","(Note: Updated inundation maps for 1:2 to 1:1000 floods are available from Alberta Environment and Parks (2020). The new draft maps can be viewed here: https://floods.alberta.ca/?app_code=FI&mapType=D","2023-06-12T16:33:27.000Z",2144,"Environment"
"dsje-mu8i","Central Business District Cordon Count 2016","dataset","Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at 31 locations around the CBD over a three week time period, collecting data on ho","2023-02-01T15:39:31.000Z",2137,"Transportation/Transit"
"d7pp-tdti","Calgary Births and Deaths (2016 boundaries)","chart","Components of population change in Calgary, based on 2016 boundaries","2024-06-19T17:46:31.000Z",2134,"Demographics"
"44h7-jkm5","Single Family and Multi Family Garbage Composition","filter","This dataset is for Black Cart and garbage bin waste from residential dwellings.  The single family sector results represent the pooled average of samples of 20-25 residences collected in 18 communiti","2025-02-28T21:13:49.000Z",2125,"Help and Information"
"jmrf-j94e","Pets Impound Outcomes","dataset","Impounded cats and dogs are animals sheltered at the Animal Service Centre because they were running at large in their communities, a violation under the Responsible Pet Ownership Bylaw. A cat or dog ","2026-05-12T20:06:27.000Z",2124,"Services and Amenities"
"2rmy-g65b","On-Street Residential Parking Zones","dataset","This line dataset captures the geographic locations of City of on-street Calgary Residential Parking Restriction Zones. Data were collected by CPA enforcement department field checking, traffic sign l","2026-05-22T18:03:15.000Z",2116,"Transportation/Transit"
"3fy4-eztt","Asset Inventory (Public)","filter","This dataset is a complete inventory of all assets on this site and any assets sourced from other sites, if applicable. Use this dataset to track the performance of data publishing, conduct metadata m","2026-05-23T19:18:49.000Z",2111,NA
"iz86-6y5z","5311 Call Centre - Raw dataset","dataset","This is a raw dataset that contains daily PD Call centre activity details","2023-02-01T15:38:48.000Z",2106,"Government"
"r8hf-c48q","Construction detours map","map","Construction detours within The City of Calgary updated twice a day. (3 am and 3 pm)
See Source URL for RSS feed which updates more regularly.","2026-05-24T11:00:39.000Z",2096,"Transportation/Transit"
"57me-rcwr","Traffic Volumes for 2022","dataset","Average Daily Weekday Traffic (ADWT) is the average number of vehicles in 24 hours adjusted for seasonal variation to represent the average weekday. The number on this map represents two-way totals.
V","2024-02-27T18:15:41.000Z",2095,"Transportation/Transit"
"2upi-evrj","Calgary Population Components (2016 boundaries)","dataset","Components of population change in Calgary, based on 2016 boundaries","2024-06-17T22:02:14.000Z",2085,"Demographics"
"n4di-6hi3","Compensation Disclosure List 2025","filter","The City’s compensation disclosure list includes position titles and base salary ranges as approved by Council in 2025. For more information see: <a href=""https://www.calgary.ca/ca/city-manager/compen","2026-04-23T22:41:17.000Z",2084,"Government"
"3q69-wm6a","Regulatory Flood Hazard Map Steplines","map","Step lines define the regulatory flood elevation levels within the floodway/flood fringe. The official designated flood elevation indicated by the text applies within the section of the river between ","2024-06-27T15:08:42.000Z",2083,"Environment"
"hau8-f2rz","Central Business District Cordon Count 2013","dataset","Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at 31 locations around the CBD over a three week time period, collecting data on ho","2023-02-01T15:39:31.000Z",2078,"Transportation/Transit"
"qekh-2qg6","Development Permit Applications, by Community","map","Applications for development permits, including: additions, change of use, renovations, relaxations, revisions, temporary use, new developments, etc.<br /><br />To track the status of these applicatio","2024-11-25T21:38:58.000Z",2072,NA
"ggxk-g2u3","Off-Street Parking Zones","dataset","This dataset captures the geographic locations of Off-Street Parking Zones that are owned or enforced by The City of Calgary. Data were collected by Calgary Parking Authority field checking, traffic s","2026-05-22T20:03:15.000Z",2037,"Transportation/Transit"
"i7eq-d4fz","Forecast Population and Jobs by Transportation Zone 2015 - 2076","map","This dataset contains a forecast of the total population and jobs in each transportation zone from 2014 to 2076.  This forecast series is a backcast scenario to achieve growth targets identified in th","2026-05-06T15:05:41.000Z",2032,"Transportation/Transit"
"ghvn-cts5","Central Business District Cordon Count 2019","dataset","Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at 31 locations around the CBD over a four week time period, collecting data on how","2023-02-01T15:39:31.000Z",2016,"Transportation/Transit"
"msjx-5ygv","2021 Federal Census Families and Households by Community","dataset","The Families and Households data from the 2021 Federal Census covers household, household size, census family, and marital status. For questions, please contact socialresearch@calgary.ca. Please visit","2024-10-11T18:42:07.000Z",2009,"Demographics"
"mzhm-jur7","Budget Overview","chart","The City of Calgary creates a four-year budget that is updated annually to reflect the changing needs and priorities of Calgarians. This dataset provides detailed budget information for the 2023 – 202","2026-01-14T23:38:24.000Z",2006,"Government"
"seqt-d3id","Census by Ward 2019","dataset","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-07T17:00:41.000Z",2003,"Demographics"
"2pm8-2956","Census By Ward 2012","dataset","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-07T16:10:02.000Z",1978,"Demographics"
"hxgg-rpad","Crosswalks","dataset","Visually locate crosswalks.","2026-05-22T20:30:51.000Z",1974,"Health and Safety"
"jeju-pamj","Builders Report - One and Two Family - Community Detail","chart","","2026-05-23T19:03:30.000Z",1971,"Business and Economic Activity"
"7aai-iz4i","Compensation Disclosure List 2021","filter","The City’s compensation disclosure list includes position titles and base salary ranges as approved by Council in 2021.

For more information see: <a href=""https://www.calgary.ca/ca/city-manager/com","2025-06-18T14:02:32.000Z",1969,"Government"
"tnsm-qefb","Water Main Breaks Trends","chart","","2026-05-22T15:34:53.000Z",1967,"Environment"
"ibk8-8j45","Official Results - General Election 2013","dataset","Final results of the 2013 General Election. Mayoral results city-wide and by ward, Councillor results by ward, and School Board results by combined wards. For more information on this dataset, please ","2026-04-07T21:13:36.000Z",1961,"Government"
"ybd2-54bg","Bicycle and Pedestrian Counts (2013-2016)","dataset","The bicycle count is one of the ways the Bicycle Program is monitoring and evaluating cycling data, in keeping with the Council approved Cycling Strategy. Pedestrian counts are included to monitor pat","2023-02-01T15:39:31.000Z",1959,"Transportation/Transit"
"rs9i-za7y","Impervious Surface Map 2021","map","The Impervious Surface 2021 dataset is a collection of polygon features derived from Calgary Digital Aerial Survey mapping linework which have been determined as impervious. Impervious surfaces are de","2026-05-19T22:06:30.000Z",1959,"Environment"
"2365-stxa","Non permanent streams map","map","This digital data set identifies, maps, and classifies ephemeral and intermittent streams in Calgary. This data set is intended for mapping at scales between 1:5,000 and 1:50,000, for the purpose of h","2023-02-01T15:39:55.000Z",1953,"Environment"
"5ydq-qsm5","CMHC Builders Report - One and Two Family - Community Detail","chart","","2026-05-23T19:03:30.000Z",1950,"Business and Economic Activity"
"ispg-b7uq","Parks Water Features","map","This dataset identifies the man-made Water Bodies on lands under Calgary Parks Stewardship.","2026-05-21T14:17:09.000Z",1949,"Recreation and Culture"
"qeqv-tb2c","Traffic Volumes for 2019","dataset","The traffic volume flow map illustrates the Average Annual Weekday Traffic (AAWT), the average number of vehicles in 24 hours adjusted for seasonal variation to represent the average weekday. The numb","2023-02-01T15:39:34.000Z",1942,"Transportation/Transit"
"t9g6-k4du","Census By Ward 2016","map","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-07T16:33:43.000Z",1908,"Demographics"
"44pa-57w4","Central Business District Cordon Count 2018","dataset","Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at 31 locations around the CBD over a four week time period, collecting data on how","2023-02-01T15:39:31.000Z",1907,"Transportation/Transit"
"cdk9-nhne","Road Stencils","dataset","This dataset was created for visually locating road stencils.","2026-05-22T20:30:28.000Z",1902,"Health and Safety"
"xkci-ybjk","Parks Administrative Boundaries","map","The administrative areas and managers for Calgary Parks based on the administrative community layer.","2026-05-04T21:54:58.000Z",1898,"Recreation and Culture"
